"groupA","interactPositionA","interactionA","groupB","interactPositionB","interactionB","strength","opacity","timepoint"
1,1,"ANGPT1_TEK",5,1,"ANGPT1_TEK",0.573,0.343319352905932,1
1,1,"ANGPT1_TEK",16,1,"ANGPT1_TEK",0.431,0.258238466147394,1
1,1,"ANGPT1_TEK",17,1,"ANGPT1_TEK",0.824,0.493708807669263,1
1,2,"FcRn complex_ALB",6,2,"FcRn complex_ALB",0.346,0.207309766327142,1
1,3,"HBEGF_ERBB4",8,3,"HBEGF_ERBB4",0.272,0.162971839424805,1
1,4,"FZD1_WNT5A",6,4,"FZD1_WNT5A",0.164,0.0982624325943679,1
1,4,"FZD1_WNT5A",14,4,"FZD1_WNT5A",0.468,0.280407429598562,1
1,5,"aVb6 complex_TNC",6,5,"aVb6 complex_TNC",0.313,0.187537447573397,1
1,6,"JAM3_aMb2 complex",3,6,"JAM3_aMb2 complex",0.216,0.129418813660875,1
1,6,"JAM3_aMb2 complex",15,6,"JAM3_aMb2 complex",0.22,0.131815458358298,1
1,7,"IGF1R_IGF2",14,7,"IGF1R_IGF2",0.315,0.188735769922109,1
1,8,"BMP7_BMR1A_ACR2A",7,8,"BMP7_BMR1A_ACR2A",0.123,0.0736968244457759,1
1,9,"CXCL16_CXCR6",11,9,"CXCL16_CXCR6",0.76,0.455362492510485,1
1,9,"CXCL16_CXCR6",16,9,"CXCL16_CXCR6",1.061,0.635710005991612,1
1,10,"GAS6_TYRO3",14,10,"GAS6_TYRO3",0.555,0.332534451767525,1
1,11,"FGF1_FGFR1",9,11,"FGF1_FGFR1",0.216,0.129418813660875,1
1,11,"FGF1_FGFR1",17,11,"FGF1_FGFR1",0.37,0.221689634511684,1
1,12,"IL15_IL15RA",5,12,"IL15_IL15RA",0.141,0.0844817255841821,1
1,12,"IL15_IL15RA",8,12,"IL15_IL15RA",0.145,0.0868783702816057,1
1,12,"IL15_IL15RA",9,12,"IL15_IL15RA",0.129,0.0772917914919113,1
1,13,"FGF1_FGFR2",7,13,"FGF1_FGFR2",0.299,0.179149191132415,1
1,14,"BMP7_BMR1B_AVR2B",7,14,"BMP7_BMR1B_AVR2B",0.2,0.11983223487118,1
1,14,"BMP7_BMR1B_AVR2B",12,14,"BMP7_BMR1B_AVR2B",0.158,0.0946674655482325,1
1,14,"BMP7_BMR1B_AVR2B",17,14,"BMP7_BMR1B_AVR2B",0.351,0.210305572198921,1
1,15,"BMP7_BMR1B_AVR2A",7,15,"BMP7_BMR1B_AVR2A",0.2,0.11983223487118,1
1,15,"BMP7_BMR1B_AVR2A",12,15,"BMP7_BMR1B_AVR2A",0.158,0.0946674655482325,1
1,15,"BMP7_BMR1B_AVR2A",17,15,"BMP7_BMR1B_AVR2A",0.351,0.210305572198921,1
1,16,"TTR_DDR1",2,16,"TTR_DDR1",0.383,0.22947872977831,1
1,16,"TTR_DDR1",6,16,"TTR_DDR1",0.573,0.343319352905932,1
1,16,"TTR_DDR1",7,16,"TTR_DDR1",0.678,0.406231276213301,1
1,16,"TTR_DDR1",8,16,"TTR_DDR1",0.483,0.289394847213901,1
1,16,"TTR_DDR1",9,16,"TTR_DDR1",0.545,0.326542840023966,1
1,16,"TTR_DDR1",12,16,"TTR_DDR1",0.473,0.283403235470342,1
1,17,"BMP7_BMPR1B_BMPR2",7,17,"BMP7_BMPR1B_BMPR2",0.2,0.11983223487118,1
1,17,"BMP7_BMPR1B_BMPR2",12,17,"BMP7_BMPR1B_BMPR2",0.158,0.0946674655482325,1
1,17,"BMP7_BMPR1B_BMPR2",17,17,"BMP7_BMPR1B_BMPR2",0.351,0.210305572198921,1
1,18,"CLEC2D_FAM3C",3,18,"CLEC2D_FAM3C",0.635,0.380467345715998,1
1,18,"CLEC2D_FAM3C",5,18,"CLEC2D_FAM3C",0.646,0.387058118633913,1
1,18,"CLEC2D_FAM3C",6,18,"CLEC2D_FAM3C",0.589,0.352905931695626,1
1,18,"CLEC2D_FAM3C",7,18,"CLEC2D_FAM3C",0.67,0.401437986818454,1
1,18,"CLEC2D_FAM3C",9,18,"CLEC2D_FAM3C",0.601,0.360095865787897,1
1,18,"CLEC2D_FAM3C",12,18,"CLEC2D_FAM3C",0.591,0.354104254044338,1
1,18,"CLEC2D_FAM3C",14,18,"CLEC2D_FAM3C",0.803,0.481126423007789,1
1,18,"CLEC2D_FAM3C",16,18,"CLEC2D_FAM3C",0.661,0.396045536249251,1
1,18,"CLEC2D_FAM3C",17,18,"CLEC2D_FAM3C",1.277,0.765128819652486,1
1,19,"GAS6_MERTK",2,19,"GAS6_MERTK",0.535,0.320551228280407,1
1,19,"GAS6_MERTK",4,19,"GAS6_MERTK",0.549,0.32893948472139,1
1,19,"GAS6_MERTK",5,19,"GAS6_MERTK",0.54,0.323547034152187,1
1,19,"GAS6_MERTK",9,19,"GAS6_MERTK",0.522,0.312762133013781,1
1,20,"GAS6_AXL",3,20,"GAS6_AXL",0.539,0.322947872977831,1
1,20,"GAS6_AXL",6,20,"GAS6_AXL",0.54,0.323547034152187,1
1,20,"GAS6_AXL",16,20,"GAS6_AXL",0.58,0.347513481126423,1
1,21,"aVb1 complex_FN1",3,21,"aVb1 complex_FN1",0.217,0.130017974835231,1
1,21,"aVb1 complex_FN1",17,21,"aVb1 complex_FN1",0.374,0.224086279209107,1
1,22,"HBEGF_EGFR",1,22,"HBEGF_EGFR",0.154,0.0922708208508089,1
1,22,"HBEGF_EGFR",2,22,"HBEGF_EGFR",0.138,0.0826842420611144,1
1,22,"HBEGF_EGFR",7,22,"HBEGF_EGFR",0.156,0.0934691431995207,1
1,22,"HBEGF_EGFR",10,22,"HBEGF_EGFR",0.126,0.0754943079688436,1
1,22,"HBEGF_EGFR",13,22,"HBEGF_EGFR",0.159,0.0952666267225884,1
1,23,"EGFR_TGFB1",3,23,"EGFR_TGFB1",0.574,0.343918514080288,1
1,23,"EGFR_TGFB1",5,23,"EGFR_TGFB1",0.355,0.212702216896345,1
1,23,"EGFR_TGFB1",11,23,"EGFR_TGFB1",0.325,0.194727381665668,1
1,23,"EGFR_TGFB1",14,23,"EGFR_TGFB1",0.362,0.216896345116836,1
1,23,"EGFR_TGFB1",16,23,"EGFR_TGFB1",0.548,0.328340323547034,1
1,24,"HBEGF_CD44",3,24,"HBEGF_CD44",0.276,0.165368484122229,1
1,24,"HBEGF_CD44",11,24,"HBEGF_CD44",0.252,0.150988615937687,1
1,24,"HBEGF_CD44",14,24,"HBEGF_CD44",0.233,0.139604553624925,1
1,24,"HBEGF_CD44",15,24,"HBEGF_CD44",0.357,0.213900539245057,1
1,24,"HBEGF_CD44",16,24,"HBEGF_CD44",0.189,0.113241461953265,1
1,24,"HBEGF_CD44",17,24,"HBEGF_CD44",0.716,0.428999400838826,1
1,25,"IGF1R_IGF1",5,25,"IGF1R_IGF1",0.383,0.22947872977831,1
1,25,"IGF1R_IGF1",6,25,"IGF1R_IGF1",0.413,0.247453565008987,1
1,25,"IGF1R_IGF1",9,25,"IGF1R_IGF1",0.337,0.201917315757939,1
1,25,"IGF1R_IGF1",16,25,"IGF1R_IGF1",0.493,0.29538645895746,1
1,25,"IGF1R_IGF1",17,25,"IGF1R_IGF1",0.9,0.539245056920312,1
1,26,"GRN_TNFRSF1B",3,26,"GRN_TNFRSF1B",0.261,0.15638106650689,1
1,26,"GRN_TNFRSF1B",16,26,"GRN_TNFRSF1B",0.252,0.150988615937687,1
1,26,"GRN_TNFRSF1B",17,26,"GRN_TNFRSF1B",0.465,0.278609946075494,1
1,27,"BMP7_BMPR1A_BMPR2",6,27,"BMP7_BMPR1A_BMPR2",0.202,0.121030557219892,1
1,27,"BMP7_BMPR1A_BMPR2",7,27,"BMP7_BMPR1A_BMPR2",0.262,0.156980227681246,1
1,27,"BMP7_BMPR1A_BMPR2",14,27,"BMP7_BMPR1A_BMPR2",0.209,0.125224685440383,1
1,28,"SEMA4D_PLXNB1",6,28,"SEMA4D_PLXNB1",0.238,0.142600359496705,1
1,28,"SEMA4D_PLXNB1",7,28,"SEMA4D_PLXNB1",0.391,0.234272019173158,1
1,28,"SEMA4D_PLXNB1",8,28,"SEMA4D_PLXNB1",0.184,0.110245656081486,1
1,28,"SEMA4D_PLXNB1",9,28,"SEMA4D_PLXNB1",0.189,0.113241461953265,1
1,28,"SEMA4D_PLXNB1",12,28,"SEMA4D_PLXNB1",0.181,0.108448172558418,1
1,28,"SEMA4D_PLXNB1",14,28,"SEMA4D_PLXNB1",0.217,0.130017974835231,1
1,29,"a6b1 complex_LAMC1",5,29,"a6b1 complex_LAMC1",0.206,0.123427201917316,1
1,29,"a6b1 complex_LAMC1",7,29,"a6b1 complex_LAMC1",0.222,0.13301378070701,1
1,30,"aVb6 complex_TGFB1",3,30,"aVb6 complex_TGFB1",0.668,0.400239664469742,1
1,30,"aVb6 complex_TGFB1",5,30,"aVb6 complex_TGFB1",0.45,0.269622528460156,1
1,30,"aVb6 complex_TGFB1",11,30,"aVb6 complex_TGFB1",0.419,0.251048532055123,1
1,30,"aVb6 complex_TGFB1",14,30,"aVb6 complex_TGFB1",0.457,0.273816656680647,1
1,30,"aVb6 complex_TGFB1",16,30,"aVb6 complex_TGFB1",0.642,0.384661473936489,1
1,31,"SPP1_CD44",3,31,"SPP1_CD44",1.229,0.736369083283403,1
1,31,"SPP1_CD44",11,31,"SPP1_CD44",1.206,0.722588376273217,1
1,31,"SPP1_CD44",14,31,"SPP1_CD44",1.186,0.710605152786099,1
1,31,"SPP1_CD44",15,31,"SPP1_CD44",1.31,0.784901138406231,1
1,31,"SPP1_CD44",16,31,"SPP1_CD44",1.142,0.68424206111444,1
1,31,"SPP1_CD44",17,31,"SPP1_CD44",1.669,1,1
1,32,"GRN_TNFRSF1A",3,32,"GRN_TNFRSF1A",0.36,0.215698022768125,1
1,32,"GRN_TNFRSF1A",5,32,"GRN_TNFRSF1A",0.555,0.332534451767525,1
1,32,"GRN_TNFRSF1A",6,32,"GRN_TNFRSF1A",0.331,0.198322348711803,1
1,32,"GRN_TNFRSF1A",8,32,"GRN_TNFRSF1A",0.292,0.174955062911923,1
1,32,"GRN_TNFRSF1A",16,32,"GRN_TNFRSF1A",0.564,0.337926902336729,1
2,33,"NRG1_ERBB4",8,33,"NRG1_ERBB4",0.257,0.26278118609407,1
2,34,"BDNF_SORT1",7,34,"BDNF_SORT1",0.372,0.380368098159509,1
2,34,"BDNF_SORT1",8,34,"BDNF_SORT1",0.182,0.186094069529652,1
2,34,"BDNF_SORT1",9,34,"BDNF_SORT1",0.133,0.1359918200409,1
2,34,"BDNF_SORT1",12,34,"BDNF_SORT1",0.169,0.17280163599182,1
2,34,"BDNF_SORT1",14,34,"BDNF_SORT1",0.191,0.195296523517382,1
2,35,"CXCL12_CXCR4",3,35,"CXCL12_CXCR4",0.225,0.230061349693252,1
2,35,"CXCL12_CXCR4",15,35,"CXCL12_CXCR4",0.238,0.243353783231084,1
2,36,"FGF1_FGFR4",2,36,"FGF1_FGFR4",0.296,0.302658486707566,1
2,36,"FGF1_FGFR4",4,36,"FGF1_FGFR4",0.281,0.287321063394683,1
2,2,"FcRn complex_ALB",6,2,"FcRn complex_ALB",0.405,0.414110429447853,1
2,3,"HBEGF_ERBB4",8,3,"HBEGF_ERBB4",0.268,0.274028629856851,1
2,37,"EFNA1_EPHA7",6,37,"EFNA1_EPHA7",0.142,0.14519427402863,1
2,38,"NRG1_ERBB3",1,38,"NRG1_ERBB3",0.137,0.140081799591002,1
2,38,"NRG1_ERBB3",2,38,"NRG1_ERBB3",0.163,0.166666666666667,1
2,38,"NRG1_ERBB3",10,38,"NRG1_ERBB3",0.129,0.131901840490798,1
2,38,"NRG1_ERBB3",13,38,"NRG1_ERBB3",0.138,0.141104294478528,1
2,38,"NRG1_ERBB3",14,38,"NRG1_ERBB3",0.201,0.205521472392638,1
2,39,"CXCL12_CXCR3",11,39,"CXCL12_CXCR3",0.442,0.451942740286299,1
2,39,"CXCL12_CXCR3",16,39,"CXCL12_CXCR3",0.321,0.328220858895706,1
2,39,"CXCL12_CXCR3",17,39,"CXCL12_CXCR3",0.308,0.314928425357873,1
2,40,"NRG1_EGFR",1,40,"NRG1_EGFR",0.139,0.142126789366053,1
2,40,"NRG1_EGFR",2,40,"NRG1_EGFR",0.124,0.12678936605317,1
2,40,"NRG1_EGFR",7,40,"NRG1_EGFR",0.141,0.144171779141104,1
2,40,"NRG1_EGFR",10,40,"NRG1_EGFR",0.111,0.113496932515337,1
2,40,"NRG1_EGFR",13,40,"NRG1_EGFR",0.144,0.147239263803681,1
2,41,"EFNA1_EPHA1",14,41,"EFNA1_EPHA1",0.201,0.205521472392638,1
2,4,"FZD1_WNT5A",6,4,"FZD1_WNT5A",0.172,0.175869120654397,1
2,4,"FZD1_WNT5A",14,4,"FZD1_WNT5A",0.476,0.486707566462168,1
2,5,"aVb6 complex_TNC",6,5,"aVb6 complex_TNC",0.391,0.399795501022495,1
2,7,"IGF1R_IGF2",14,7,"IGF1R_IGF2",0.393,0.401840490797546,1
2,8,"BMP7_BMR1A_ACR2A",7,8,"BMP7_BMR1A_ACR2A",0.125,0.127811860940695,1
2,10,"GAS6_TYRO3",14,10,"GAS6_TYRO3",0.416,0.425357873210634,1
2,42,"BMP4_BMR1A_ACR2A",4,42,"BMP4_BMR1A_ACR2A",0.14,0.143149284253579,1
2,42,"BMP4_BMR1A_ACR2A",7,42,"BMP4_BMR1A_ACR2A",0.155,0.158486707566462,1
2,43,"CXCL12_DPP4",1,43,"CXCL12_DPP4",0.141,0.144171779141104,1
2,43,"CXCL12_DPP4",2,43,"CXCL12_DPP4",0.167,0.170756646216769,1
2,43,"CXCL12_DPP4",3,43,"CXCL12_DPP4",0.202,0.206543967280164,1
2,43,"CXCL12_DPP4",4,43,"CXCL12_DPP4",0.174,0.177914110429448,1
2,43,"CXCL12_DPP4",7,43,"CXCL12_DPP4",0.147,0.150306748466258,1
2,43,"CXCL12_DPP4",13,43,"CXCL12_DPP4",0.166,0.169734151329243,1
2,44,"CXCL12_ACKR3",1,44,"CXCL12_ACKR3",0.193,0.197341513292434,1
2,44,"CXCL12_ACKR3",2,44,"CXCL12_ACKR3",0.202,0.206543967280164,1
2,44,"CXCL12_ACKR3",6,44,"CXCL12_ACKR3",0.346,0.353783231083845,1
2,44,"CXCL12_ACKR3",7,44,"CXCL12_ACKR3",0.427,0.436605316973415,1
2,44,"CXCL12_ACKR3",10,44,"CXCL12_ACKR3",0.185,0.189161554192229,1
2,45,"FGF1_FGFR3",1,45,"FGF1_FGFR3",0.294,0.300613496932515,1
2,45,"FGF1_FGFR3",2,45,"FGF1_FGFR3",0.303,0.309815950920245,1
2,45,"FGF1_FGFR3",4,45,"FGF1_FGFR3",0.304,0.310838445807771,1
2,45,"FGF1_FGFR3",14,45,"FGF1_FGFR3",0.327,0.334355828220859,1
2,45,"FGF1_FGFR3",17,45,"FGF1_FGFR3",0.525,0.53680981595092,1
2,46,"BMP4_BMPR1B_BMPR2",7,46,"BMP4_BMPR1B_BMPR2",0.232,0.23721881390593,1
2,46,"BMP4_BMPR1B_BMPR2",12,46,"BMP4_BMPR1B_BMPR2",0.19,0.194274028629857,1
2,46,"BMP4_BMPR1B_BMPR2",17,46,"BMP4_BMPR1B_BMPR2",0.383,0.39161554192229,1
2,47,"BMP4_BMR1B_AVR2A",7,47,"BMP4_BMR1B_AVR2A",0.232,0.23721881390593,1
2,47,"BMP4_BMR1B_AVR2A",12,47,"BMP4_BMR1B_AVR2A",0.19,0.194274028629857,1
2,47,"BMP4_BMR1B_AVR2A",17,47,"BMP4_BMR1B_AVR2A",0.383,0.39161554192229,1
2,48,"BMP4_BMR1B_AVR2B",7,48,"BMP4_BMR1B_AVR2B",0.232,0.23721881390593,1
2,48,"BMP4_BMR1B_AVR2B",12,48,"BMP4_BMR1B_AVR2B",0.19,0.194274028629857,1
2,48,"BMP4_BMR1B_AVR2B",17,48,"BMP4_BMR1B_AVR2B",0.383,0.39161554192229,1
2,49,"aVb5 complex_FN1",3,49,"aVb5 complex_FN1",0.181,0.185071574642127,1
2,49,"aVb5 complex_FN1",17,49,"aVb5 complex_FN1",0.338,0.34560327198364,1
2,11,"FGF1_FGFR1",7,11,"FGF1_FGFR1",0.345,0.352760736196319,1
2,11,"FGF1_FGFR1",9,11,"FGF1_FGFR1",0.372,0.380368098159509,1
2,11,"FGF1_FGFR1",14,11,"FGF1_FGFR1",0.276,0.282208588957055,1
2,11,"FGF1_FGFR1",17,11,"FGF1_FGFR1",0.525,0.53680981595092,1
2,12,"IL15_IL15RA",5,12,"IL15_IL15RA",0.16,0.16359918200409,1
2,12,"IL15_IL15RA",6,12,"IL15_IL15RA",0.154,0.157464212678937,1
2,12,"IL15_IL15RA",8,12,"IL15_IL15RA",0.164,0.167689161554192,1
2,12,"IL15_IL15RA",9,12,"IL15_IL15RA",0.148,0.151329243353783,1
2,13,"FGF1_FGFR2",6,13,"FGF1_FGFR2",0.332,0.339468302658487,1
2,13,"FGF1_FGFR2",7,13,"FGF1_FGFR2",0.454,0.464212678936605,1
2,13,"FGF1_FGFR2",9,13,"FGF1_FGFR2",0.312,0.319018404907975,1
2,13,"FGF1_FGFR2",14,13,"FGF1_FGFR2",0.301,0.307770961145194,1
2,50,"EFNA1_EPHA4",4,50,"EFNA1_EPHA4",0.107,0.109406952965235,1
2,50,"EFNA1_EPHA4",5,50,"EFNA1_EPHA4",0.139,0.142126789366053,1
2,50,"EFNA1_EPHA4",16,50,"EFNA1_EPHA4",0.151,0.15439672801636,1
2,50,"EFNA1_EPHA4",17,50,"EFNA1_EPHA4",0.284,0.29038854805726,1
2,14,"BMP7_BMR1B_AVR2B",7,14,"BMP7_BMR1B_AVR2B",0.202,0.206543967280164,1
2,14,"BMP7_BMR1B_AVR2B",12,14,"BMP7_BMR1B_AVR2B",0.16,0.16359918200409,1
2,14,"BMP7_BMR1B_AVR2B",17,14,"BMP7_BMR1B_AVR2B",0.354,0.361963190184049,1
2,15,"BMP7_BMR1B_AVR2A",7,15,"BMP7_BMR1B_AVR2A",0.202,0.206543967280164,1
2,15,"BMP7_BMR1B_AVR2A",12,15,"BMP7_BMR1B_AVR2A",0.16,0.16359918200409,1
2,15,"BMP7_BMR1B_AVR2A",17,15,"BMP7_BMR1B_AVR2A",0.354,0.361963190184049,1
2,16,"TTR_DDR1",1,16,"TTR_DDR1",0.381,0.389570552147239,1
2,16,"TTR_DDR1",2,16,"TTR_DDR1",0.407,0.416155419222904,1
2,16,"TTR_DDR1",5,16,"TTR_DDR1",0.4,0.408997955010225,1
2,16,"TTR_DDR1",6,16,"TTR_DDR1",0.596,0.609406952965235,1
2,16,"TTR_DDR1",7,16,"TTR_DDR1",0.702,0.717791411042945,1
2,16,"TTR_DDR1",8,16,"TTR_DDR1",0.507,0.51840490797546,1
2,16,"TTR_DDR1",9,16,"TTR_DDR1",0.568,0.580777096114519,1
2,16,"TTR_DDR1",12,16,"TTR_DDR1",0.496,0.507157464212679,1
2,17,"BMP7_BMPR1B_BMPR2",7,17,"BMP7_BMPR1B_BMPR2",0.202,0.206543967280164,1
2,17,"BMP7_BMPR1B_BMPR2",12,17,"BMP7_BMPR1B_BMPR2",0.16,0.16359918200409,1
2,17,"BMP7_BMPR1B_BMPR2",17,17,"BMP7_BMPR1B_BMPR2",0.354,0.361963190184049,1
2,18,"CLEC2D_FAM3C",7,18,"CLEC2D_FAM3C",0.273,0.279141104294479,1
2,18,"CLEC2D_FAM3C",14,18,"CLEC2D_FAM3C",0.406,0.415132924335378,1
2,18,"CLEC2D_FAM3C",17,18,"CLEC2D_FAM3C",0.881,0.90081799591002,1
2,51,"EFNA1_EPHA2",6,51,"EFNA1_EPHA2",0.132,0.134969325153374,1
2,51,"EFNA1_EPHA2",14,51,"EFNA1_EPHA2",0.13,0.132924335378323,1
2,51,"EFNA1_EPHA2",16,51,"EFNA1_EPHA2",0.125,0.127811860940695,1
2,51,"EFNA1_EPHA2",17,51,"EFNA1_EPHA2",0.4,0.408997955010225,1
2,21,"aVb1 complex_FN1",3,21,"aVb1 complex_FN1",0.278,0.284253578732106,1
2,21,"aVb1 complex_FN1",17,21,"aVb1 complex_FN1",0.435,0.44478527607362,1
2,22,"HBEGF_EGFR",1,22,"HBEGF_EGFR",0.149,0.152351738241309,1
2,22,"HBEGF_EGFR",2,22,"HBEGF_EGFR",0.134,0.137014314928425,1
2,22,"HBEGF_EGFR",7,22,"HBEGF_EGFR",0.151,0.15439672801636,1
2,23,"EGFR_TGFB1",3,23,"EGFR_TGFB1",0.559,0.571574642126789,1
2,23,"EGFR_TGFB1",5,23,"EGFR_TGFB1",0.34,0.347648261758691,1
2,23,"EGFR_TGFB1",11,23,"EGFR_TGFB1",0.31,0.316973415132924,1
2,23,"EGFR_TGFB1",14,23,"EGFR_TGFB1",0.347,0.35480572597137,1
2,23,"EGFR_TGFB1",16,23,"EGFR_TGFB1",0.533,0.544989775051125,1
2,52,"NRP1_VEGFA",2,52,"NRP1_VEGFA",0.343,0.350715746421268,1
2,52,"NRP1_VEGFA",8,52,"NRP1_VEGFA",0.347,0.35480572597137,1
2,52,"NRP1_VEGFA",9,52,"NRP1_VEGFA",0.354,0.361963190184049,1
2,24,"HBEGF_CD44",3,24,"HBEGF_CD44",0.271,0.277096114519427,1
2,24,"HBEGF_CD44",11,24,"HBEGF_CD44",0.248,0.253578732106339,1
2,24,"HBEGF_CD44",14,24,"HBEGF_CD44",0.229,0.234151329243354,1
2,24,"HBEGF_CD44",15,24,"HBEGF_CD44",0.352,0.359918200408998,1
2,24,"HBEGF_CD44",16,24,"HBEGF_CD44",0.185,0.189161554192229,1
2,24,"HBEGF_CD44",17,24,"HBEGF_CD44",0.711,0.726993865030675,1
2,25,"IGF1R_IGF1",5,25,"IGF1R_IGF1",0.461,0.471370143149284,1
2,25,"IGF1R_IGF1",6,25,"IGF1R_IGF1",0.492,0.503067484662577,1
2,25,"IGF1R_IGF1",9,25,"IGF1R_IGF1",0.415,0.424335378323108,1
2,25,"IGF1R_IGF1",16,25,"IGF1R_IGF1",0.572,0.584867075664622,1
2,25,"IGF1R_IGF1",17,25,"IGF1R_IGF1",0.978,1,1
2,26,"GRN_TNFRSF1B",3,26,"GRN_TNFRSF1B",0.295,0.301635991820041,1
2,26,"GRN_TNFRSF1B",16,26,"GRN_TNFRSF1B",0.286,0.292433537832311,1
2,26,"GRN_TNFRSF1B",17,26,"GRN_TNFRSF1B",0.498,0.50920245398773,1
2,27,"BMP7_BMPR1A_BMPR2",6,27,"BMP7_BMPR1A_BMPR2",0.205,0.20961145194274,1
2,27,"BMP7_BMPR1A_BMPR2",7,27,"BMP7_BMPR1A_BMPR2",0.264,0.269938650306748,1
2,27,"BMP7_BMPR1A_BMPR2",14,27,"BMP7_BMPR1A_BMPR2",0.211,0.215746421267894,1
2,28,"SEMA4D_PLXNB1",6,28,"SEMA4D_PLXNB1",0.238,0.243353783231084,1
2,28,"SEMA4D_PLXNB1",7,28,"SEMA4D_PLXNB1",0.391,0.399795501022495,1
2,28,"SEMA4D_PLXNB1",8,28,"SEMA4D_PLXNB1",0.183,0.187116564417178,1
2,28,"SEMA4D_PLXNB1",9,28,"SEMA4D_PLXNB1",0.188,0.192229038854806,1
2,28,"SEMA4D_PLXNB1",12,28,"SEMA4D_PLXNB1",0.181,0.185071574642127,1
2,28,"SEMA4D_PLXNB1",14,28,"SEMA4D_PLXNB1",0.216,0.220858895705521,1
2,53,"TGFbeta receptor1_TGFB1",3,53,"TGFbeta receptor1_TGFB1",0.547,0.559304703476483,1
2,53,"TGFbeta receptor1_TGFB1",5,53,"TGFbeta receptor1_TGFB1",0.329,0.33640081799591,1
2,53,"TGFbeta receptor1_TGFB1",11,53,"TGFbeta receptor1_TGFB1",0.298,0.304703476482618,1
2,53,"TGFbeta receptor1_TGFB1",14,53,"TGFbeta receptor1_TGFB1",0.336,0.343558282208589,1
2,53,"TGFbeta receptor1_TGFB1",16,53,"TGFbeta receptor1_TGFB1",0.521,0.532719836400818,1
2,54,"NRP1_VEGFB",7,54,"NRP1_VEGFB",0.237,0.242331288343558,1
2,54,"NRP1_VEGFB",8,54,"NRP1_VEGFB",0.27,0.276073619631902,1
2,54,"NRP1_VEGFB",9,54,"NRP1_VEGFB",0.295,0.301635991820041,1
2,54,"NRP1_VEGFB",12,54,"NRP1_VEGFB",0.346,0.353783231083845,1
2,54,"NRP1_VEGFB",14,54,"NRP1_VEGFB",0.349,0.356850715746421,1
2,55,"BMP4_BMPR1A_BMPR2",1,55,"BMP4_BMPR1A_BMPR2",0.149,0.152351738241309,1
2,55,"BMP4_BMPR1A_BMPR2",2,55,"BMP4_BMPR1A_BMPR2",0.158,0.161554192229039,1
2,55,"BMP4_BMPR1A_BMPR2",4,55,"BMP4_BMPR1A_BMPR2",0.227,0.232106339468303,1
2,55,"BMP4_BMPR1A_BMPR2",6,55,"BMP4_BMPR1A_BMPR2",0.234,0.239263803680982,1
2,55,"BMP4_BMPR1A_BMPR2",7,55,"BMP4_BMPR1A_BMPR2",0.294,0.300613496932515,1
2,55,"BMP4_BMPR1A_BMPR2",8,55,"BMP4_BMPR1A_BMPR2",0.154,0.157464212678937,1
2,55,"BMP4_BMPR1A_BMPR2",9,55,"BMP4_BMPR1A_BMPR2",0.162,0.165644171779141,1
2,55,"BMP4_BMPR1A_BMPR2",12,55,"BMP4_BMPR1A_BMPR2",0.169,0.17280163599182,1
2,55,"BMP4_BMPR1A_BMPR2",14,55,"BMP4_BMPR1A_BMPR2",0.241,0.246421267893661,1
2,29,"a6b1 complex_LAMC1",5,29,"a6b1 complex_LAMC1",0.267,0.273006134969325,1
2,29,"a6b1 complex_LAMC1",7,29,"a6b1 complex_LAMC1",0.283,0.289366053169734,1
2,56,"ADRB2_VEGFB",1,56,"ADRB2_VEGFB",0.165,0.168711656441718,1
2,56,"ADRB2_VEGFB",6,56,"ADRB2_VEGFB",0.2,0.204498977505112,1
2,56,"ADRB2_VEGFB",7,56,"ADRB2_VEGFB",0.221,0.225971370143149,1
2,56,"ADRB2_VEGFB",8,56,"ADRB2_VEGFB",0.254,0.259713701431493,1
2,56,"ADRB2_VEGFB",9,56,"ADRB2_VEGFB",0.279,0.285276073619632,1
2,56,"ADRB2_VEGFB",12,56,"ADRB2_VEGFB",0.331,0.338445807770961,1
2,56,"ADRB2_VEGFB",14,56,"ADRB2_VEGFB",0.334,0.341513292433538,1
2,30,"aVb6 complex_TGFB1",3,30,"aVb6 complex_TGFB1",0.746,0.76278118609407,1
2,30,"aVb6 complex_TGFB1",5,30,"aVb6 complex_TGFB1",0.528,0.539877300613497,1
2,30,"aVb6 complex_TGFB1",11,30,"aVb6 complex_TGFB1",0.497,0.508179959100205,1
2,30,"aVb6 complex_TGFB1",14,30,"aVb6 complex_TGFB1",0.535,0.547034764826176,1
2,30,"aVb6 complex_TGFB1",16,30,"aVb6 complex_TGFB1",0.72,0.736196319018405,1
2,31,"SPP1_CD44",15,31,"SPP1_CD44",0.428,0.437627811860941,1
2,31,"SPP1_CD44",17,31,"SPP1_CD44",0.787,0.804703476482618,1
2,32,"GRN_TNFRSF1A",3,32,"GRN_TNFRSF1A",0.393,0.401840490797546,1
2,32,"GRN_TNFRSF1A",5,32,"GRN_TNFRSF1A",0.588,0.601226993865031,1
2,32,"GRN_TNFRSF1A",6,32,"GRN_TNFRSF1A",0.365,0.37321063394683,1
2,32,"GRN_TNFRSF1A",7,32,"GRN_TNFRSF1A",0.307,0.313905930470348,1
2,32,"GRN_TNFRSF1A",8,32,"GRN_TNFRSF1A",0.326,0.333333333333333,1
2,32,"GRN_TNFRSF1A",11,32,"GRN_TNFRSF1A",0.303,0.309815950920245,1
